Bat Side,L
Condition,all

#,BALLPARK,ELEV,ROOF,BBE,PARK,HR,HITS,1B,2B,3B,K,BB,BARREL,HARDHIT,DIST,AVG EV,AVG DIST
1,Coors Field,5190',Open,"5,140",1.13,1.13,1.10,1.08,1.11,1.37,0.87,1.01,1.06,1.02,1.07,88.5,174.1
2,Sutter Health Park,24',Open,"2,900",1.05,1.02,1.04,1.03,1.08,0.83,0.95,1.10,0.98,0.98,1.01,88.6,176.7
3,Great American Ball Park,535',Open,"4,357",1.05,1.13,1.03,1.01,1.01,0.91,1.00,1.05,1.02,0.98,1.00,88.2,175.8
4,Citizens Bank Park,20',Open,"5,066",1.02,1.11,1.03,1.02,0.97,0.91,1.05,0.96,0.96,0.98,1.01,88.7,171.2
5,Daikin Park,45',Retractable,"3,936",1.02,1.10,1.03,1.03,0.96,0.89,1.08,1.02,0.98,1.03,1.00,89.4,175.4
6,Nationals Park,35',Open,"5,964",1.02,1.02,1.02,1.03,0.96,0.96,0.94,1.00,1.05,1.02,1.00,88.6,166.8
7,Oriole Park at Camden Yards,33',Open,"5,710",1.02,1.07,1.01,1.01,0.98,0.95,0.97,0.97,1.01,1.01,1.00,89,170.4
8,PNC Park,780',Open,"4,930",1.02,0.95,1.02,0.98,1.19,0.93,0.97,0.99,1.03,1.02,1.01,89.5,175.1
9,Rate Field,595',Open,"5,024",1.01,1.04,1.00,1.01,0.96,1.00,0.97,1.06,1.03,1.01,0.99,88,172.3
10,Target Field,828',Open,"5,399",1.01,0.97,1.03,1.05,1.03,0.88,0.99,0.98,1.00,1.00,1.01,88.6,176.7
11,Kauffman Stadium,856',Open,"5,251",1.01,0.84,1.02,1.02,1.12,1.28,0.94,1.01,0.97,1.02,1.01,88.5,171.4
12,Progressive Field,653',Open,"6,462",1.01,1.07,1.01,1.00,1.00,0.86,1.05,1.03,1.05,1.02,0.99,87.7,168
13,Rogers Centre,270',Retractable,"4,840",1.01,1.04,1.00,0.97,1.07,0.86,1.02,0.99,1.02,1.00,1.00,87.6,166.3
14,loanDepot park,10',Retractable,"5,271",1.00,0.95,1.01,1.01,1.00,1.16,0.97,1.03,1.02,1.05,1.00,88.7,167
15,Yankee Stadium,55',Open,"5,329",0.99,1.04,0.99,0.96,1.02,0.84,1.03,1.05,1.01,1.00,1.00,89.3,172.4
16,Angel Stadium,151',Open,"4,224",0.99,1.03,0.99,0.99,0.95,0.92,1.01,1.02,1.01,1.04,1.00,88.5,164.6
17,Truist Park,1001',Open,"5,197",0.99,1.01,1.00,1.02,0.94,0.97,1.04,0.98,0.97,0.98,1.02,88.8,169.2
18,Comerica Park,600',Open,"5,230",0.98,0.95,1.00,1.01,0.93,1.29,0.98,0.97,0.96,1.02,1.00,88.6,171.4
19,Fenway Park,21',Open,"5,468",0.98,0.85,1.00,1.00,1.12,0.87,0.98,0.98,0.92,0.99,0.99,88.6,164.2
20,Chase Field,1086',Retractable,"5,584",0.98,0.83,1.00,1.01,1.04,1.30,0.93,0.99,0.95,1.03,1.02,88.8,165.1
21,Wrigley Field,595',Open,"4,717",0.98,0.98,0.99,1.03,0.88,1.11,1.01,0.97,0.98,1.00,0.99,88.7,171.8
22,American Family Field,597',Retractable,"4,893",0.98,1.01,0.99,1.00,0.92,1.06,1.09,1.01,0.95,0.97,1.00,87,161.7
23,Citi Field,10',Open,"5,075",0.98,0.93,0.99,1.01,0.98,0.82,1.04,1.06,0.92,0.97,0.99,88.7,165.7
24,Globe Life Field,545',Retractable,"5,005",0.97,0.96,0.98,0.98,0.97,0.97,1.01,0.96,0.99,1.01,1.00,88.7,173.1
25,Busch Stadium,460',Open,"5,456",0.97,0.82,0.99,1.02,1.03,0.91,0.93,0.94,0.99,1.03,1.00,88.7,161.3
26,Oracle Park,',Open,"5,021",0.96,0.79,0.99,1.02,1.01,1.16,0.96,0.98,0.94,1.00,0.99,88.2,157.1
27,Dodger Stadium,515',Open,"5,104",0.96,1.02,0.96,0.96,0.94,0.77,1.04,1.01,0.94,1.00,1.01,89.4,171.3
28,T-Mobile Park,10',Retractable,"5,326",0.96,0.99,0.98,0.98,1.01,0.67,1.10,0.93,1.00,1.02,0.99,88.7,170.4
29,Tropicana Field,15',Dome,"2,451",0.96,0.95,0.97,0.96,0.99,1.03,1.01,0.94,0.98,0.97,1.00,87.2,172.4
30,Petco Park,23',Open,"5,013",0.94,0.96,0.95,0.96,0.92,0.84,1.05,1.02,1.02,0.99,0.99,87.6,167.2
