Matchup,SF @ CHC
Pitcher,Robbie Ray
Pitcher Team,SF
Opposing Team,CHC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,58.2,250,0.240,0.343,0.470,0.230,1.38,13,1.99,11.6%,25.2%,21.2%,16.6%,12.0%,8.13,59.8%,5.8%,11.9%,37.5%,37.5%,20.6%,17.9%
vsLHB,13.2,55,0.224,0.269,0.306,0.082,1.17,0,-,9.1%,27.6%,21.8%,16.4%,12.9%,7.90,61.8%,7.7%,5.3%,23.7%,23.7%,-,10.5%
vsRHB,44.1,195,0.244,0.363,0.518,0.274,1.47,13,2.64,12.3%,24.6%,21.0%,16.6%,11.7%,8.32,59.2%,5.4%,13.8%,41.5%,41.5%,24.1%,20.0%

BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Michael Busch LHB,+373,30,4.20,2,2,0.333,0.467,0.583,0.250,0.448,20.0%,20.8%,16.7%,9.4%,87.6,10.5%,-,5.3%,31.6%,31.6%,68.2,7.1%,28.6%,11.9%,87.5%,42.1%,25.0%,21.1%,26.3%,5.3%,57.9%,36.8%,36.0%
Ian Happ SHB,+360,29,4.20,2,3,0.286,0.310,0.643,0.357,0.404,3.4%,31.5%,24.1%,17.5%,90.5,14.3%,9.5%,33.3%,42.9%,42.9%,71.7,19.1%,25.5%,14.9%,87.0%,38.1%,25.0%,23.8%,23.8%,42.9%,42.9%,14.3%,48.3%
Pete Crow-Armstrong LHB,+410,28,4.80,1,3,0.286,0.429,0.524,0.238,0.403,17.9%,24.1%,17.9%,11.7%,96.6,23.5%,17.6%,41.2%,76.5%,58.8%,75.7,58.5%,26.4%,17.0%,93.0%,41.2%,14.3%,29.4%,11.8%,52.9%,23.5%,23.5%,28.0%
Miguel Amaya RHB,N/A,19,3.40,1,1,0.154,0.421,0.385,0.231,0.370,21.1%,23.1%,10.5%,8.8%,80.3,9.1%,9.1%,18.2%,27.3%,27.3%,71.0,26.1%,13.0%,8.7%,95.8%,27.3%,33.3%,9.1%,54.5%,45.5%,45.5%,9.1%,18.8%
Alex Bregman RHB,+540,19,4.60,1,1,0.412,0.474,0.647,0.235,0.480,10.5%,18.5%,15.8%,8.6%,83.7,7.1%,7.1%,14.3%,28.6%,42.9%,69.0,-,20.8%,8.3%,92.3%,21.4%,33.3%,35.7%,28.6%,21.4%,42.9%,35.7%,17.6%
Michael Conforto LHB,N/A,18,2.00,1,2,0.125,0.222,0.375,0.250,0.259,11.1%,30.3%,33.3%,14.7%,93.0,20.0%,10.0%,20.0%,50.0%,30.0%,70.8,17.2%,20.7%,13.8%,93.5%,50.0%,20.0%,10.0%,40.0%,50.0%,20.0%,30.0%,55.6%
Moisés Ballesteros LHB,+660,25,2.80,0,0,0.143,0.280,0.143,-,0.211,16.0%,32.5%,24.0%,15.9%,90.7,-,-,26.7%,33.3%,20.0%,74.1,47.2%,25.0%,11.1%,90.0%,33.3%,0.0%,20.0%,26.7%,40.0%,33.3%,26.7%,29.2%
Carson Kelly RHB,+730,20,4.00,0,0,0.350,0.350,0.400,0.050,0.330,-,15.6%,15.0%,7.8%,83.5,-,-,23.5%,23.5%,41.2%,70.9,6.9%,31.0%,10.3%,90.6%,5.9%,0.0%,41.2%,47.1%,41.2%,47.1%,11.8%,33.3%
Nico Hoerner RHB,+1040,19,4.80,0,0,0.059,0.158,0.059,-,0.115,10.5%,3.7%,-,1.5%,88.5,-,-,-,35.3%,17.6%,67.4,-,46.2%,15.4%,96.3%,5.9%,0.0%,23.5%,58.8%,29.4%,58.8%,11.8%,21.7%
Seiya Suzuki RHB,+414,15,4.20,0,1,0.214,0.267,0.214,-,0.226,-,23.5%,20.0%,10.3%,92.6,-,-,18.2%,54.5%,18.2%,73.0,29.0%,25.8%,16.1%,91.2%,27.3%,0.0%,18.2%,45.5%,45.5%,45.5%,9.1%,15.0%
Dansby Swanson RHB,+590,12,3.60,0,0,0.273,0.333,0.273,-,0.277,8.3%,33.3%,33.3%,13.4%,88.0,-,-,14.3%,14.3%,-,71.2,12.0%,20.0%,-,92.6%,14.3%,0.0%,28.6%,42.9%,57.1%,28.6%,14.3%,31.6%
Pedro Ramirez SHB,N/A,7,3.00,0,0,0.333,0.429,0.500,0.167,0.401,14.3%,0.0%,-,-,93.9,-,-,-,66.7%,16.7%,73.4,28.6%,57.1%,42.9%,100.0%,-,-,16.7%,83.3%,33.3%,66.7%,-,60.0%
Kevin Alcantara RHB,N/A,1,1.40,0,0,-,-,-,-,-,-,100.0%,100.0%,33.3%,-,-,-,-,-,-,75.2,50.0%,-,-,100.0%,-,-,-,-,-,-,-,0.0%
