Bat Side,R
Condition,all

#,BALLPARK,ELEV,ROOF,BBE,PARK,HR,HITS,1B,2B,3B,K,BB,BARREL,HARDHIT,DIST,AVG EV,AVG DIST
1,Coors Field,5190',Open,"7,321",1.14,1.06,1.13,1.12,1.17,1.44,0.87,1.01,1.04,1.05,1.06,88.3,173.6
2,Sutter Health Park,24',Open,"4,864",1.07,1.09,1.05,1.01,1.12,0.81,0.95,1.08,0.95,0.99,1.01,87.7,171.7
3,Chase Field,1086',Retractable,"6,906",1.04,0.98,1.02,0.99,1.09,1.59,0.93,0.99,1.07,1.03,1.03,88.6,167.8
4,Nationals Park,35',Open,"6,373",1.02,1.02,1.02,1.03,0.97,0.94,0.94,1.02,1.02,1.04,0.99,88,159.1
5,Target Field,828',Open,"6,620",1.02,0.96,1.03,1.02,1.11,1.05,0.99,0.98,1.03,1.02,1.01,88.4,172.5
6,Great American Ball Park,535',Open,"7,200",1.02,1.07,1.00,0.97,1.04,0.88,1.00,1.06,1.00,0.97,1.00,88.1,174.2
7,Dodger Stadium,515',Open,"6,357",1.01,1.16,0.99,0.96,1.00,0.80,1.05,1.01,1.01,1.01,1.00,88.5,172.5
8,Angel Stadium,151',Open,"7,199",1.01,1.00,1.02,1.04,0.97,0.98,1.01,1.02,0.99,1.00,1.00,88.5,170.2
9,Oriole Park at Camden Yards,33',Open,"6,152",1.01,0.95,1.02,1.03,1.02,1.19,0.98,0.97,1.03,1.05,1.01,89.3,170.2
10,Tropicana Field,15',Dome,"3,611",1.01,1.11,1.00,0.97,0.99,1.11,1.02,0.94,1.05,0.96,1.01,87.4,166.3
11,Rogers Centre,270',Retractable,"7,178",1.01,1.06,1.01,1.01,0.99,0.79,1.03,1.00,1.05,1.03,0.99,88.5,167.2
12,Truist Park,1001',Open,"6,567",1.01,0.95,1.03,1.06,1.00,1.02,1.03,0.98,1.00,1.02,1.01,88.6,164.9
13,Daikin Park,45',Retractable,"7,576",1.01,1.08,1.00,0.98,1.01,1.03,1.08,1.02,0.94,0.99,0.99,87.6,163.5
14,Citizens Bank Park,20',Open,"6,752",1.01,1.00,1.02,1.03,0.99,1.10,1.05,0.95,0.89,0.99,1.00,88.1,158.8
15,Kauffman Stadium,856',Open,"6,991",1.00,0.95,0.99,0.98,1.03,1.17,0.93,1.01,1.02,1.01,1.02,88.8,168.2
16,Progressive Field,653',Open,"5,016",1.00,0.88,1.03,1.04,1.10,0.90,1.05,1.02,0.96,1.02,1.00,88.5,164.5
17,Rate Field,595',Open,"6,677",1.00,0.96,1.00,1.02,1.00,0.75,0.97,1.06,1.01,1.02,0.99,88.4,167.8
18,Fenway Park,21',Open,"6,562",1.00,0.91,1.03,1.06,1.00,0.85,0.98,0.98,0.92,0.99,0.99,87.6,155.8
19,Petco Park,23',Open,"6,660",0.99,1.08,0.98,0.99,0.92,0.82,1.05,1.02,1.04,0.99,0.99,88.4,163.6
20,American Family Field,597',Retractable,"6,536",0.99,1.07,0.99,0.99,0.95,0.76,1.09,1.01,0.98,0.99,1.01,88,166.6
21,Comerica Park,600',Open,"6,409",0.99,1.01,0.99,1.00,0.96,0.82,0.98,0.97,0.96,0.99,1.00,88.4,165.4
22,loanDepot park,10',Retractable,"6,887",0.98,0.87,0.99,0.99,1.05,1.16,0.97,1.04,1.01,1.02,0.99,87.9,156.2
23,PNC Park,780',Open,"6,958",0.98,0.82,1.01,1.03,1.08,0.86,0.97,0.99,0.94,1.02,1.00,88,159
24,Yankee Stadium,55',Open,"5,887",0.98,1.05,0.96,0.94,0.96,1.03,1.03,1.05,1.03,1.03,1.00,89.1,170.2
25,Wrigley Field,595',Open,"7,064",0.97,1.08,0.97,0.98,0.86,0.97,1.01,0.97,1.01,1.02,0.99,88.3,167.6
26,Citi Field,10',Open,"6,451",0.97,1.00,0.97,0.96,0.95,1.05,1.04,1.06,1.00,1.00,0.99,88.2,164.9
27,Busch Stadium,460',Open,"6,847",0.97,0.85,0.99,1.01,1.04,0.84,0.93,0.94,0.98,1.03,1.00,88.8,161.9
28,Oracle Park,',Open,"6,936",0.97,0.81,0.99,1.02,1.01,1.20,0.96,0.98,0.92,0.99,0.99,88.1,161.2
29,Globe Life Field,545',Retractable,"6,514",0.96,0.95,0.97,0.98,0.96,1.00,1.01,0.96,1.03,1.03,1.01,88.4,170.3
30,T-Mobile Park,10',Retractable,"5,571",0.91,0.96,0.94,0.96,0.88,0.75,1.10,0.93,0.97,0.97,1.00,88,160.8
